ranking,symbol,name,market_cap,volume_24h,volume_7d,volume_30d,price,launch_date,exchanges,min_market_cap,min_volume,volume_period,status
192,POPCAT,Popcat,285146229,40664087,0,0,0.291713,,"binance,mexc,gate",100000000,10000000,24h,active
193,USR,Resolv USR,280170329,4706280,0,0,0.99973,,"binance,mexc,gate",100000000,10000000,24h,active
194,IOTX,IoTeX,274841468,21302891,0,0,0.02917727,,"binance,mexc,gate",100000000,10000000,24h,active
195,WETH,Wrapped Ether (Mantle Bridge),272437174,3945073,0,0,3488.08,,"binance,mexc,gate",100000000,10000000,24h,active
196,KAITO,KAITO,271236829,29759754,0,0,1.12,,"binance,mexc,gate",100000000,10000000,24h,active
197,DCR,Decred,265681250,3420115,0,0,15.72,,"binance,mexc,gate",100000000,10000000,24h,active
198,MEW,cat in a dogs world,261505226,29648598,0,0,0.00294356,,"binance,mexc,gate",100000000,10000000,24h,active
199,BTSE,BTSE Token,258942943,4601228,0,0,1.6,,"binance,mexc,gate",100000000,10000000,24h,active
200,TFUEL,Theta Fuel,257075054,8224182,0,0,0.03660939,,"binance,mexc,gate",100000000,10000000,24h,active
201,LPT,Livepeer,256661970,19141610,0,0,5.98,,"binance,mexc,gate",100000000,10000000,24h,active
202,CHEEMS,Cheems Token,255732527,3171143,0,0,1.26e-06,,"binance,mexc,gate",100000000,10000000,24h,active
203,VELO,Velo,255706091,31455359,0,0,0.01459584,,"binance,mexc,gate",100000000,10000000,24h,active
204,MOCA,Moca Network,255675961,18647019,0,0,0.070703,,"binance,mexc,gate",100000000,10000000,24h,active
205,SAFE,Safe,252541281,11381151,0,0,0.407276,,"binance,mexc,gate",100000000,10000000,24h,active
206,CKB,Nervos Network,250428605,41398143,0,0,0.0053472,,"binance,mexc,gate",100000000,10000000,24h,active
207,DASH,Dash,249357357,19736576,0,0,20.19,,"binance,mexc,gate",100000000,10000000,24h,active
208,OM,MANTRA,241983117,83287567,0,0,0.236793,,"binance,mexc,gate",100000000,10000000,24h,active
209,PLUME,Plume,241830517,33877862,0,0,0.091305,,"binance,mexc,gate",100000000,10000000,24h,active
210,GLM,Golem,236965215,12569065,0,0,0.236913,,"binance,mexc,gate",100000000,10000000,24h,active
211,USELESS,Useless Coin,232983130,22750774,0,0,0.232931,,"binance,mexc,gate",100000000,10000000,24h,active
212,KSM,Kusama,225155081,9635561,0,0,13.37,,"binance,mexc,gate",100000000,10000000,24h,active
213,SFP,SafePal,224114231,3158618,0,0,0.448378,,"binance,mexc,gate",100000000,10000000,24h,active
214,PNUT,Peanut the Squirrel,222062553,77217166,0,0,0.222281,,"binance,mexc,gate",100000000,10000000,24h,active
215,MINA,Mina Protocol,220241083,13610281,0,0,0.177027,,"binance,mexc,gate",100000000,10000000,24h,active
216,BAT,Basic Attention,219111591,17195708,0,0,0.146695,,"binance,mexc,gate",100000000,10000000,24h,active
217,TOSHI,Toshi,217669899,21377461,0,0,0.00051785,,"binance,mexc,gate",100000000,10000000,24h,active
218,QTUM,Qtum,215932519,31201067,0,0,2.04,,"binance,mexc,gate",100000000,10000000,24h,active
219,BERA,Berachain,214878789,24487557,0,0,1.76,,"binance,mexc,gate",100000000,10000000,24h,active
220,EURC,EURC,208787062,40982997,0,0,1.16,,"binance,mexc,gate",100000000,10000000,24h,active
221,BABYDOGE,Baby Doge Coin,208143518,10824808,0,0,1.229e-09,,"binance,mexc,gate",100000000,10000000,24h,active
222,ARKM,Arkham,207177141,48384059,0,0,0.450828,,"binance,mexc,gate",100000000,10000000,24h,active
223,NOT,Notcoin,206821451,41245343,0,0,0.00201736,,"binance,mexc,gate",100000000,10000000,24h,active
224,ZIL,Zilliqa,206065810,14572283,0,0,0.01056787,,"binance,mexc,gate",100000000,10000000,24h,active
225,GRASS,Grass,205210235,29238637,0,0,0.682369,,"binance,mexc,gate",100000000,10000000,24h,active
226,RVN,Ravencoin,204670706,15023302,0,0,0.01328331,,"binance,mexc,gate",100000000,10000000,24h,active
227,MX,MX,204301571,6537895,0,0,2.18,,"binance,mexc,gate",100000000,10000000,24h,active
228,KET,Ket,203474632,3439752,0,0,0.201923,,"binance,mexc,gate",100000000,10000000,24h,active
229,BLUR,Blur,201847688,19433681,0,0,0.082452,,"binance,mexc,gate",100000000,10000000,24h,active
230,GOMINING,GoMining Token,198956973,16253987,0,0,0.488993,,"binance,mexc,gate",100000000,10000000,24h,active
231,NPC,Non-Playable Coin,194475847,5747394,0,0,0.02415823,,"binance,mexc,gate",100000000,10000000,24h,active
232,ZRX,0x Protocol,193724428,28721317,0,0,0.228479,,"binance,mexc,gate",100000000,10000000,24h,active
233,SNX,Synthetix Network,192870262,13745523,0,0,0.561985,,"binance,mexc,gate",100000000,10000000,24h,active
234,LGCT,Legacy Token,192538738,6926593,0,0,1.71,,"binance,mexc,gate",100000000,10000000,24h,active
235,GAS,Gas,188379634,6103092,0,0,2.89,,"binance,mexc,gate",100000000,10000000,24h,active
236,ZRO,LayerZero,187898057,25143799,0,0,1.69,,"binance,mexc,gate",100000000,10000000,24h,active
237,ASTR,Astar,184853119,8041385,0,0,0.02271576,,"binance,mexc,gate",100000000,10000000,24h,active
238,$MBG,MBG By Multibank Group,183330485,41109237,0,0,2.11,,"binance,mexc,gate",100000000,10000000,24h,active
239,ORDI,ORDI,182583740,52316554,0,0,8.7,,"binance,mexc,gate",100000000,10000000,24h,active
240,SC,Siacoin,179570362,32675628,0,0,0.00320308,,"binance,mexc,gate",100000000,10000000,24h,active
241,SOL,Binance-Peg SOL,179217972,5480515,0,0,163.22,,"binance,mexc,gate",100000000,10000000,24h,active
242,SAHARA,Sahara AI,178836502,104005456,0,0,0.087607,,"binance,mexc,gate",100000000,10000000,24h,active
243,ZETA,ZetaChain,174441181,14573233,0,0,0.179158,,"binance,mexc,gate",100000000,10000000,24h,active
244,DRIFT,Drift Protocol,174380898,13059413,0,0,0.502022,,"binance,mexc,gate",100000000,10000000,24h,active
245,ROSE,Oasis,174351319,6719517,0,0,0.02355144,,"binance,mexc,gate",100000000,10000000,24h,active
246,ZORA,Zora,174298354,103308257,0,0,0.054273,,"binance,mexc,gate",100000000,10000000,24h,active
247,CELO,Celo,173468852,15024548,0,0,0.299876,,"binance,mexc,gate",100000000,10000000,24h,active
248,YFI,yearn.finance,171221461,22693071,0,0,5066.13,,"binance,mexc,gate",100000000,10000000,24h,active
249,COW,CoW Protocol,169994805,14107264,0,0,0.3421,,"binance,mexc,gate",100000000,10000000,24h,active
250,AIC,AI Companions,167925500,3544814,0,0,0.166072,,"binance,mexc,gate",100000000,10000000,24h,active
251,VTHO,VeThor,167758909,3595508,0,0,0.00181877,,"binance,mexc,gate",100000000,10000000,24h,active
252,T,Threshold Network,164041330,9199274,0,0,0.01619619,,"binance,mexc,gate",100000000,10000000,24h,active
253,HOT,Holo,162959970,7832067,0,0,0.00091809,,"binance,mexc,gate",100000000,10000000,24h,active
254,KOGE,KOGE,162595419,44798217,0,0,47.98,,"binance,mexc,gate",100000000,10000000,24h,active
255,ETHW,EthereumPoW,162146489,6835425,0,0,1.5,,"binance,mexc,gate",100000000,10000000,24h,active
256,WILD,Wilder World,161941979,6476606,0,0,0.429281,,"binance,mexc,gate",100000000,10000000,24h,active
257,OMNI,Omni Network,161818757,83650908,0,0,4.18,,"binance,mexc,gate",100000000,10000000,24h,active
258,ELF,aelf,160255006,3143266,0,0,0.206571,,"binance,mexc,gate",100000000,10000000,24h,active
259,NEIRO,Neiro,158703291,41894580,0,0,0.00037761,,"binance,mexc,gate",100000000,10000000,24h,active
260,MOODENG,Moo Deng,156900790,59264242,0,0,0.158873,,"binance,mexc,gate",100000000,10000000,24h,active
261,POLYX,Polymesh,155425746,4176739,0,0,0.131056,,"binance,mexc,gate",100000000,10000000,24h,active
262,UXLINK,UXLINK,154350663,13435268,0,0,0.322009,,"binance,mexc,gate",100000000,10000000,24h,active
263,BABY,Babylon,153494205,87721469,0,0,0.060621,,"binance,mexc,gate",100000000,10000000,24h,active
264,PROM,Prom,152332842,4796901,0,0,8.34,,"binance,mexc,gate",100000000,10000000,24h,active
265,ANKR,Ankr Network,151648151,14742969,0,0,0.0151678,,"binance,mexc,gate",100000000,10000000,24h,active
266,AURA,aura,151131916,5248383,0,0,0.156889,,"binance,mexc,gate",100000000,10000000,24h,active
267,LOKA,League of Kingdoms,150910379,6532354,0,0,0.301821,,"binance,mexc,gate",100000000,10000000,24h,active
268,WBTC,Sui Bridged WBTC (Sui),150184090,9270626,0,0,113675.0,,"binance,mexc,gate",100000000,10000000,24h,active
269,STG,Stargate Finance,148355571,4766270,0,0,0.152586,,"binance,mexc,gate",100000000,10000000,24h,active
270,GIGA,Gigachad,146200465,4402344,0,0,0.0152206,,"binance,mexc,gate",100000000,10000000,24h,active
271,ONE,Harmony,145693799,10070738,0,0,0.0099408,,"binance,mexc,gate",100000000,10000000,24h,active
272,SOLO,Sologenic,144979751,3453354,0,0,0.363175,,"binance,mexc,gate",100000000,10000000,24h,active
273,SUSHI,Sushi,144212402,36439206,0,0,0.748075,,"binance,mexc,gate",100000000,10000000,24h,active
274,DGB,DigiByte,143059937,3230267,0,0,0.00803498,,"binance,mexc,gate",100000000,10000000,24h,active
275,CSPR,Casper Network,142510875,5342120,0,0,0.01072018,,"binance,mexc,gate",100000000,10000000,24h,active
276,ERA,Caldera,139367439,74287645,0,0,0.941841,,"binance,mexc,gate",100000000,10000000,24h,active
277,RPL,Rocket Pool,139222421,11991858,0,0,6.44,,"binance,mexc,gate",100000000,10000000,24h,active
278,MELANIA,Melania Meme,138387834,5479227,0,0,0.199486,,"binance,mexc,gate",100000000,10000000,24h,active
279,ALCH,Alchemist AI,137543365,17535372,0,0,0.161779,,"binance,mexc,gate",100000000,10000000,24h,active
280,XPR,XPR Network,137464284,7164000,0,0,0.00492521,,"binance,mexc,gate",100000000,10000000,24h,active
281,MPLX,Metaplex,135697041,13545273,0,0,0.163199,,"binance,mexc,gate",100000000,10000000,24h,active
282,VRA,Verasity,134718238,7040999,0,0,0.00157397,,"binance,mexc,gate",100000000,10000000,24h,active
283,ICX,ICON,134112127,3934081,0,0,0.125181,,"binance,mexc,gate",100000000,10000000,24h,active
284,REAL,RealLink,133196527,25119103,0,0,0.04677194,,"binance,mexc,gate",100000000,10000000,24h,active
285,XCH,Chia,133074937,6670104,0,0,9.09,,"binance,mexc,gate",100000000,10000000,24h,active
286,ZIG,ZIGChain,131907510,3049944,0,0,0.093622,,"binance,mexc,gate",100000000,10000000,24h,active
287,XYO,XYO Network,131763766,10514601,0,0,0.00945988,,"binance,mexc,gate",100000000,10000000,24h,active
288,AI16Z,ai16z,129935528,72886245,0,0,0.118374,,"binance,mexc,gate",100000000,10000000,24h,active
289,ZEN,Horizen,129659955,11094647,0,0,7.48,,"binance,mexc,gate",100000000,10000000,24h,active
290,WOO,WOO,129090941,8696847,0,0,0.067626,,"binance,mexc,gate",100000000,10000000,24h,active
291,GMT,GMT,128048676,19654924,0,0,0.04281981,,"binance,mexc,gate",100000000,10000000,24h,active
292,HSK,HashKey Platform Token,127277984,3713779,0,0,0.508836,,"binance,mexc,gate",100000000,10000000,24h,active
293,ALT,AltLayer,126600839,37069052,0,0,0.03169825,,"binance,mexc,gate",100000000,10000000,24h,active
294,VANA,Vana,126506517,8826918,0,0,4.11,,"binance,mexc,gate",100000000,10000000,24h,active
295,BLAST,Blast,125900442,10370487,0,0,0.00292438,,"binance,mexc,gate",100000000,10000000,24h,active
296,LAYER,Solayer,125451101,19085333,0,0,0.599037,,"binance,mexc,gate",100000000,10000000,24h,active
297,ENJ,Enjin Coin,125272858,14927843,0,0,0.067104,,"binance,mexc,gate",100000000,10000000,24h,active
298,TIBBIR,Ribbita by Virtuals,124766231,3655546,0,0,0.12479,,"binance,mexc,gate",100000000,10000000,24h,active
299,ORCA,Orca,124672540,10364909,0,0,2.08,,"binance,mexc,gate",100000000,10000000,24h,active
300,GMX,GMX,123115263,8437864,0,0,12.03,,"binance,mexc,gate",100000000,10000000,24h,active
301,KDA,Kadena,122646251,8283236,0,0,0.378541,,"binance,mexc,gate",100000000,10000000,24h,active
302,KMNO,Kamino,121137025,16572611,0,0,0.04927852,,"binance,mexc,gate",100000000,10000000,24h,active
303,MASK,Mask Network,120814620,17927033,0,0,1.21,,"binance,mexc,gate",100000000,10000000,24h,active
304,BOME,BOOK OF MEME,119151031,51646581,0,0,0.00172801,,"binance,mexc,gate",100000000,10000000,24h,active
305,CRVUSD,crvUSD,118986356,14412049,0,0,0.999616,,"binance,mexc,gate",100000000,10000000,24h,active
306,ONT,Ontology,118469761,8355887,0,0,0.129527,,"binance,mexc,gate",100000000,10000000,24h,active
307,OSMO,Osmosis,118238416,6294238,0,0,0.160055,,"binance,mexc,gate",100000000,10000000,24h,active
308,SQD,SQD,116513733,26776892,0,0,0.152288,,"binance,mexc,gate",100000000,10000000,24h,active
309,XNO,Nano,116466890,4148987,0,0,0.873263,,"binance,mexc,gate",100000000,10000000,24h,active
310,SDAI,Savings xDAI,116005809,6375412,0,0,1.2,,"binance,mexc,gate",100000000,10000000,24h,active
311,ILV,Illuvium,115898072,7038434,0,0,12.24,,"binance,mexc,gate",100000000,10000000,24h,active
312,ALEO,ALEO,115890266,10729200,0,0,0.260665,,"binance,mexc,gate",100000000,10000000,24h,active
313,COTI,COTI,114537523,10562349,0,0,0.050528,,"binance,mexc,gate",100000000,10000000,24h,active
314,SXP,Solar,114318409,4726982,0,0,0.175854,,"binance,mexc,gate",100000000,10000000,24h,active
315,GOHOME,GOHOME,113416199,7458989,0,0,216.22,,"binance,mexc,gate",100000000,10000000,24h,active
316,NEIRO,Neiro on ETH,111983901,4278656,0,0,0.111968,,"binance,mexc,gate",100000000,10000000,24h,active
317,AIXBT,aixbt,111764600,28102044,0,0,0.116216,,"binance,mexc,gate",100000000,10000000,24h,active
318,ME,Magic Eden,110809322,10806716,0,0,0.723599,,"binance,mexc,gate",100000000,10000000,24h,active
319,REQ,Request,110715954,5808832,0,0,0.148642,,"binance,mexc,gate",100000000,10000000,24h,active
320,WMTX,World Mobile Token,110333853,3213346,0,0,0.14676,,"binance,mexc,gate",100000000,10000000,24h,active
321,SKL,SKALE,109893059,6824594,0,0,0.01903109,,"binance,mexc,gate",100000000,10000000,24h,active
322,BIGTIME,Big Time,108032583,13806582,0,0,0.056628,,"binance,mexc,gate",100000000,10000000,24h,active
323,FUN,FUNToken,107947981,9881705,0,0,0.01018295,,"binance,mexc,gate",100000000,10000000,24h,active
324,IO,io.net,107815252,31336179,0,0,0.582889,,"binance,mexc,gate",100000000,10000000,24h,active
325,SNT,Status,106808649,10487721,0,0,0.02705763,,"binance,mexc,gate",100000000,10000000,24h,active
326,BMX,BitMart,106780379,7552324,0,0,0.314521,,"binance,mexc,gate",100000000,10000000,24h,active
327,WETH,Avalanche Bridged WETH (Avalanche),106776041,22905994,0,0,3479.48,,"binance,mexc,gate",100000000,10000000,24h,active
328,BIO,Bio Protocol,106746584,24735630,0,0,0.057027,,"binance,mexc,gate",100000000,10000000,24h,active
329,PRIME,Echelon Prime,105371815,3570534,0,0,1.97,,"binance,mexc,gate",100000000,10000000,24h,active
330,UMA,UMA,105349561,10973211,0,0,1.19,,"binance,mexc,gate",100000000,10000000,24h,active
331,GP,Graphite Protocol,105082316,14381747,0,0,3.38,,"binance,mexc,gate",100000000,10000000,24h,active
332,IKA,Ika,103706575,32939779,0,0,0.03450743,,"binance,mexc,gate",100000000,10000000,24h,active
333,WAVES,Waves,103212115,17497679,0,0,1.028,,"binance,mexc,gate",100000000,10000000,24h,active
334,LUNA,Terra,103009336,10942842,0,0,0.149852,,"binance,mexc,gate",100000000,10000000,24h,active
335,CPOOL,Clearpool,101043603,4251526,0,0,0.127256,,"binance,mexc,gate",100000000,10000000,24h,active
336,BAND,Band Protocol,100824935,7745568,0,0,0.614747,,"binance,mexc,gate",100000000,10000000,24h,active
337,WELL,Moonwell,99400031,3403120,0,0,0.02805926,,"binance,mexc,gate",100000000,10000000,24h,active
338,WBTC,Optimism Bridged WBTC (Optimism),98851038,3119600,0,0,113485.0,,"binance,mexc,gate",100000000,10000000,24h,active
339,LRC,Loopring,98569320,12673329,0,0,0.07924,,"binance,mexc,gate",100000000,10000000,24h,active
340,ACH,Alchemy Pay,98153638,20830201,0,0,0.01986702,,"binance,mexc,gate",100000000,10000000,24h,active
341,XVG,Verge,97261076,4730617,0,0,0.00588738,,"binance,mexc,gate",100000000,10000000,24h,active
342,XVS,Venus,97102476,6359696,0,0,5.8,,"binance,mexc,gate",100000000,10000000,24h,active
343,VINE,Vine,97075043,106639185,0,0,0.09713,,"binance,mexc,gate",100000000,10000000,24h,active
344,BLACK,Blackhole,97038156,8831403,0,0,0.881567,,"binance,mexc,gate",100000000,10000000,24h,active
345,SPK,Spark,96596225,85306166,0,0,0.089342,,"binance,mexc,gate",100000000,10000000,24h,active
346,AWE,AWE Network,96393712,4760654,0,0,0.04962403,,"binance,mexc,gate",100000000,10000000,24h,active
347,IOST,IOST,96166937,8018656,0,0,0.00357373,,"binance,mexc,gate",100000000,10000000,24h,active
348,CROSS,Cross,96067292,8674555,0,0,0.275073,,"binance,mexc,gate",100000000,10000000,24h,active
349,METIS,Metis,95150960,8995933,0,0,14.65,,"binance,mexc,gate",100000000,10000000,24h,active
350,TRB,Tellor Tributes,95060538,19720278,0,0,35.2,,"binance,mexc,gate",100000000,10000000,24h,active
351,MEME,Memecoin,94633147,64629738,0,0,0.00182576,,"binance,mexc,gate",100000000,10000000,24h,active
352,LIBERTY,Torch of Liberty,94489018,10722723,0,0,0.09481,,"binance,mexc,gate",100000000,10000000,24h,active
353,AGI,Delysium,94234183,5433607,0,0,0.050226,,"binance,mexc,gate",100000000,10000000,24h,active
354,BICO,Biconomy,93800872,6357243,0,0,0.096694,,"binance,mexc,gate",100000000,10000000,24h,active
355,FIDA,Solana Name Service (prev. Bonfida),93670397,12864497,0,0,0.094967,,"binance,mexc,gate",100000000,10000000,24h,active
356,DIA,DIA,93590669,24347829,0,0,0.782316,,"binance,mexc,gate",100000000,10000000,24h,active
357,GOAT,Goatseus Maximus,93052239,22555702,0,0,0.092659,,"binance,mexc,gate",100000000,10000000,24h,active
358,PURR,Purr,92544754,5160281,0,0,0.155162,,"binance,mexc,gate",100000000,10000000,24h,active
359,ACX,Across Protocol,92041115,12626600,0,0,0.151953,,"binance,mexc,gate",100000000,10000000,24h,active
360,STRAX,Stratis,91582366,3199887,0,0,0.04626727,,"binance,mexc,gate",100000000,10000000,24h,active
361,PEOPLE,ConstitutionDAO,90646896,36237415,0,0,0.01790083,,"binance,mexc,gate",100000000,10000000,24h,active
362,RED,RedStone,90559445,24848207,0,0,0.323767,,"binance,mexc,gate",100000000,10000000,24h,active
363,ARDR,Ardor,90369640,3541804,0,0,0.09053,,"binance,mexc,gate",100000000,10000000,24h,active
364,PYTHIA,PYTHIA,89706966,7101151,0,0,0.089974,,"binance,mexc,gate",100000000,10000000,24h,active
365,WSTETH,Bridged Wrapped stETH (Gnosis),89551046,6599424,0,0,4229.29,,"binance,mexc,gate",100000000,10000000,24h,active
366,USDL,Lift Dollar,89243406,5127718,0,0,0.996105,,"binance,mexc,gate",100000000,10000000,24h,active
367,BITCOIN,HarryPotterObamaSonic10Inu (ETH),89047861,7040365,0,0,0.08913,,"binance,mexc,gate",100000000,10000000,24h,active
368,LQTY,Liquity,88889779,21615020,0,0,0.912379,,"binance,mexc,gate",100000000,10000000,24h,active
369,BANANA,Banana Gun,88822459,13309721,0,0,22.12,,"binance,mexc,gate",100000000,10000000,24h,active
370,ANIME,Animecoin,88772492,19510576,0,0,0.01604392,,"binance,mexc,gate",100000000,10000000,24h,active
371,HOME,HOME,87816627,25667023,0,0,0.03231064,,"binance,mexc,gate",100000000,10000000,24h,active
372,SBUSDT,Sui Bridged USDT (Sui),87496411,97603941,0,0,0.999428,,"binance,mexc,gate",100000000,10000000,24h,active
373,POWR,Powerledger,85398754,4085191,0,0,0.161285,,"binance,mexc,gate",100000000,10000000,24h,active
374,ORBS,Orbs,85373513,3992262,0,0,0.01823214,,"binance,mexc,gate",100000000,10000000,24h,active
375,DBR,deBridge,84843237,9308160,0,0,0.02414193,,"binance,mexc,gate",100000000,10000000,24h,active
376,G,Gravity (by Galxe),84631790,7255860,0,0,0.01171361,,"binance,mexc,gate",100000000,10000000,24h,active
377,PAAL,PAAL AI,84128423,7420045,0,0,0.09365,,"binance,mexc,gate",100000000,10000000,24h,active
378,API3,Api3,83943894,12401220,0,0,0.665226,,"binance,mexc,gate",100000000,10000000,24h,active
379,MANTA,Manta Network,83658632,12131008,0,0,0.197593,,"binance,mexc,gate",100000000,10000000,24h,active
380,VVV,Venice Token,83506971,4562125,0,0,2.57,,"binance,mexc,gate",100000000,10000000,24h,active
381,REUSD,Resupply USD,83340436,3132602,0,0,0.990499,,"binance,mexc,gate",100000000,10000000,24h,active
