ranking,symbol,name,market_cap,volume_24h,volume_7d,volume_30d,price,launch_date,exchanges,min_market_cap,min_volume,volume_period,status
206,MYX,MYX Finance,254750039.0,35706775.0,0.0,0.0,2.04,,"mexc,gate",100000000.0,10000000.0,24h,active
207,PROVE,Succinct,254703373.0,305811981.0,0.0,0.0,1.3,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
208,PLUME,Plume,249172392.0,17515441.0,0.0,0.0,0.093933,,"mexc,gate",100000000.0,10000000.0,24h,active
209,MX,MX,247300596.0,10884332.0,0.0,0.0,2.64,,"mexc,gate",100000000.0,10000000.0,24h,active
210,SNX,Synthetix Network,246130565.0,44556985.0,0.0,0.0,0.716249,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
211,CKB,Nervos Network,245446750.0,8997199.0,0.0,0.0,0.00521063,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
212,MINA,Mina Protocol,240909920.0,11350788.0,0.0,0.0,0.19308,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
213,SFP,SafePal,240547882.0,5044630.0,0.0,0.0,0.481151,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
214,ZRO,LayerZero,233152790.0,28890818.0,0.0,0.0,2.1,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
215,GRASS,Grass,228735852.0,24557884.0,0.0,0.0,0.759438,,"mexc,gate",100000000.0,10000000.0,24h,active
216,PNUT,Peanut the Squirrel,228311451.0,139415588.0,0.0,0.0,0.227934,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
217,EURC,EURC,228032392.0,30142760.0,0.0,0.0,1.17,,"mexc,gate",100000000.0,10000000.0,24h,active
218,QTUM,Qtum,226639864.0,23236671.0,0.0,0.0,2.14,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
219,ZIL,Zilliqa,226201261.0,11297255.0,0.0,0.0,0.01160023,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
220,GAS,Gas,220447273.0,41688640.0,0.0,0.0,3.39,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
221,BABYDOGE,Baby Doge Coin,219548161.0,7118214.0,0.0,0.0,1.293e-09,,"mexc,gate",100000000.0,10000000.0,24h,active
222,RVN,Ravencoin,216956365.0,16758095.0,0.0,0.0,0.01401896,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
223,ZRX,0x Protocol,215554493.0,23905752.0,0.0,0.0,0.254263,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
224,ROSE,Oasis,214295772.0,8136119.0,0.0,0.0,0.02892819,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
225,NPC,Non-Playable Coin,213938443.0,6091852.0,0.0,0.0,0.02654976,,"mexc,gate",100000000.0,10000000.0,24h,active
226,GOMINING,GoMining Token,209381872.0,16433859.0,0.0,0.0,0.51221,,"mexc,gate",100000000.0,10000000.0,24h,active
227,SOL,Binance-Peg SOL,206304080.0,6235917.0,0.0,0.0,187.51,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
228,ASTR,Astar,204372110.0,5763526.0,0.0,0.0,0.02507713,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
229,BLUR,Blur,203663251.0,25065346.0,0.0,0.0,0.082436,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
230,WSTUSR,Resolv wstUSR,203181615.0,3962664.0,0.0,0.0,1.1,,"mexc,gate",100000000.0,10000000.0,24h,active
231,SKL,SKALE,200917590.0,155269750.0,0.0,0.0,0.03487631,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
232,$MBG,MBG By Multibank Group,197801146.0,49840833.0,0.0,0.0,2.28,,"mexc,gate",100000000.0,10000000.0,24h,active
233,EUL,Euler,197704972.0,3104513.0,0.0,0.0,10.58,,"mexc,gate",100000000.0,10000000.0,24h,active
234,CELO,Celo,196697351.0,29565188.0,0.0,0.0,0.339123,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
235,XNY,Codatta,195354532.0,115496315.0,0.0,0.0,0.02376662,,"mexc,gate",100000000.0,10000000.0,24h,active
236,NOT,Notcoin,195201106.0,28397035.0,0.0,0.0,0.00196366,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
237,BIO,Bio Protocol,194900369.0,30095700.0,0.0,0.0,0.099118,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
238,ORDI,ORDI,193767039.0,34399698.0,0.0,0.0,9.22,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
239,ZETA,ZetaChain,193312429.0,9003636.0,0.0,0.0,0.198296,,"mexc,gate",100000000.0,10000000.0,24h,active
240,LGCT,Legacy Token,192538738.0,5332979.0,0.0,0.0,1.77,,"mexc,gate",100000000.0,10000000.0,24h,active
241,COW,CoW Protocol,192312042.0,11677523.0,0.0,0.0,0.382621,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
242,YFI,yearn.finance,190343036.0,35427764.0,0.0,0.0,5625.53,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
243,SAHARA,Sahara AI,189683219.0,34815500.0,0.0,0.0,0.092933,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
244,WAETHWETH,Wrapped Aave Ethereum WETH,184894751.0,6359951.0,0.0,0.0,4620.27,,"mexc,gate",100000000.0,10000000.0,24h,active
245,SC,Siacoin,176306480.0,5054646.0,0.0,0.0,0.0031476,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
246,HOT,Holo,173852186.0,12092402.0,0.0,0.0,0.0009784,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
247,ETHW,EthereumPoW,173272584.0,6793472.0,0.0,0.0,1.61,,"mexc,gate",100000000.0,10000000.0,24h,active
248,T,Threshold Network,172751925.0,7686532.0,0.0,0.0,0.01706023,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
249,TROLL,TROLL,171183191.0,16458862.0,0.0,0.0,0.17054,,"mexc,gate",100000000.0,10000000.0,24h,active
250,STG,Stargate Finance,168808962.0,5035757.0,0.0,0.0,0.173793,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
251,WBTC,Sui Bridged WBTC (Sui),164894858.0,3874889.0,0.0,0.0,117779.0,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
252,ONE,Harmony,164001760.0,11101858.0,0.0,0.0,0.01117053,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
253,PROM,Prom,163752016.0,4445880.0,0.0,0.0,8.98,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
254,KOGE,KOGE,162440592.0,54021408.0,0.0,0.0,48.06,,"mexc,gate",100000000.0,10000000.0,24h,active
255,NEIRO,Neiro,161758570.0,32616570.0,0.0,0.0,0.00038436,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
256,ILV,Illuvium,160943947.0,64910258.0,0.0,0.0,16.97,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
257,ANKR,Ankr Network,160374159.0,18078183.0,0.0,0.0,0.01603971,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
258,MOODENG,Moo Deng,159960067.0,31694755.0,0.0,0.0,0.161643,,"mexc,gate",100000000.0,10000000.0,24h,active
259,SUSHI,Sushi,159882805.0,22677895.0,0.0,0.0,0.829358,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
260,AURA,aura,159583933.0,35842408.0,0.0,0.0,0.165666,,"mexc,gate",100000000.0,10000000.0,24h,active
261,UXLINK,UXLINK,158605917.0,15637389.0,0.0,0.0,0.330626,,"mexc,gate",100000000.0,10000000.0,24h,active
262,OMNI,Omni Network,156005115.0,21298879.0,0.0,0.0,4.03,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
263,GMX,GMX,155894952.0,13571762.0,0.0,0.0,15.18,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
264,KMNO,Kamino,153520169.0,14985938.0,0.0,0.0,0.059897,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
265,AIC,AI Companions,153444438.0,4692108.0,0.0,0.0,0.153369,,"mexc,gate",100000000.0,10000000.0,24h,active
266,WOO,WOO,150754621.0,6714815.0,0.0,0.0,0.078983,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
267,CPOOL,Clearpool,150462193.0,5148514.0,0.0,0.0,0.188556,,"mexc,gate",100000000.0,10000000.0,24h,active
268,XYO,XYO Network,148511093.0,10340957.0,0.0,0.0,0.01066176,,"mexc,gate",100000000.0,10000000.0,24h,active
269,ORCA,Orca,145697890.0,8725199.0,0.0,0.0,2.43,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
270,BABY,Babylon,145086661.0,16300731.0,0.0,0.0,0.056559,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
271,ICX,ICON,144628318.0,3281718.0,0.0,0.0,0.1349,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
272,ALT,AltLayer,143283479.0,18859616.0,0.0,0.0,0.03585022,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
273,MPLX,Metaplex,141321255.0,4285435.0,0.0,0.0,0.169902,,"mexc,gate",100000000.0,10000000.0,24h,active
274,ULTIMA,Ultima,141272069.0,6469341.0,0.0,0.0,3585.97,,"mexc,gate",100000000.0,10000000.0,24h,active
275,REAL,RealLink,141227932.0,25971035.0,0.0,0.0,0.04925402,,"mexc,gate",100000000.0,10000000.0,24h,active
276,KDA,Kadena,141086962.0,12418235.0,0.0,0.0,0.430515,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
277,XCH,Chia,140761802.0,3947491.0,0.0,0.0,9.64,,"mexc,gate",100000000.0,10000000.0,24h,active
278,ERA,Caldera,140491286.0,52955617.0,0.0,0.0,0.946119,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
279,WMTX,World Mobile Token,138674843.0,3009309.0,0.0,0.0,0.182781,,"mexc,gate",100000000.0,10000000.0,24h,active
280,ZEN,Horizen,137651176.0,11167449.0,0.0,0.0,7.94,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
281,KET,Ket,136563183.0,4231969.0,0.0,0.0,0.136571,,"mexc,gate",100000000.0,10000000.0,24h,active
282,AI16Z,ai16z,136507062.0,30424086.0,0.0,0.0,0.124055,,"mexc,gate",100000000.0,10000000.0,24h,active
283,DEGEN,Degen,135686358.0,6664250.0,0.0,0.0,0.00366841,,"mexc,gate",100000000.0,10000000.0,24h,active
284,LIBERTY,Torch of Liberty,135033842.0,20274204.0,0.0,0.0,0.135034,,"mexc,gate",100000000.0,10000000.0,24h,active
285,HSK,HashKey Platform Token,134622011.0,3182653.0,0.0,0.0,0.538463,,"mexc,gate",100000000.0,10000000.0,24h,active
286,GMT,GMT,134570771.0,17118731.0,0.0,0.0,0.04415926,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
287,VANA,Vana,133104975.0,11026068.0,0.0,0.0,4.32,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
288,OSMO,Osmosis,131288475.0,5629107.0,0.0,0.0,0.17732,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
289,CRVUSD,crvUSD,130535733.0,6900874.0,0.0,0.0,0.999711,,"mexc,gate",100000000.0,10000000.0,24h,active
290,MASK,Mask Network,130424354.0,42343801.0,0.0,0.0,1.3,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
291,ENJ,Enjin Coin,130099165.0,14930064.0,0.0,0.0,0.069538,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
292,XNO,Nano,129188706.0,4453042.0,0.0,0.0,0.970022,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
293,BOME,BOOK OF MEME,128610802.0,29747964.0,0.0,0.0,0.00186328,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
294,LAYER,Solayer,127123604.0,17201475.0,0.0,0.0,0.605545,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
295,BLAST,Blast,126773971.0,5848411.0,0.0,0.0,0.00288533,,"mexc,gate",100000000.0,10000000.0,24h,active
296,SPK,Spark,126106333.0,56705000.0,0.0,0.0,0.083243,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
297,ONT,Ontology,126042023.0,6822388.0,0.0,0.0,0.137768,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
298,COTI,COTI,125780224.0,8399490.0,0.0,0.0,0.054773,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
299,VRA,Verasity,124324027.0,16009898.0,0.0,0.0,0.00145287,,"mexc,gate",100000000.0,10000000.0,24h,active
300,TAG,TAGGER,123940046.0,13943022.0,0.0,0.0,0.00114363,,"mexc,gate",100000000.0,10000000.0,24h,active
301,HOME,HOME,120310727.0,11864673.0,0.0,0.0,0.0442222,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
302,EDGE,Definitive,120235115.0,40076277.0,0.0,0.0,0.584572,,"mexc,gate",100000000.0,10000000.0,24h,active
303,BAND,Band,120091965.0,16226368.0,0.0,0.0,0.730025,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
304,SXP,Solar,119455638.0,4775015.0,0.0,0.0,0.183313,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
305,LRC,Loopring,119075926.0,84704785.0,0.0,0.0,0.095631,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
306,WAVES,Waves,118868919.0,84810203.0,0.0,0.0,1.19,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
307,IO,io.net,117145482.0,17971648.0,0.0,0.0,0.622806,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
308,ME,Magic Eden,117106718.0,15482632.0,0.0,0.0,0.71753,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
309,UMA,UMA,116493909.0,32182331.0,0.0,0.0,1.31,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
310,NEIRO,Neiro on ETH,114987617.0,4999255.0,0.0,0.0,0.114947,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
311,ALEO,ALEO,114878059.0,5633078.0,0.0,0.0,0.250816,,"mexc,gate",100000000.0,10000000.0,24h,active
312,METIS,Metis,113801501.0,14793305.0,0.0,0.0,17.45,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
313,AIXBT,aixbt,112727199.0,18016194.0,0.0,0.0,0.116389,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
314,FXUSD,f(x) Protocol fxUSD,112406548.0,3177607.0,0.0,0.0,0.999444,,"mexc,gate",100000000.0,10000000.0,24h,active
315,REQ,Request,112339089.0,4202345.0,0.0,0.0,0.151105,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
316,GOHOME,GOHOME,112302323.0,3664432.0,0.0,0.0,214.08,,"mexc,gate",100000000.0,10000000.0,24h,active
317,PYTHIA,PYTHIA,111050712.0,7270878.0,0.0,0.0,0.111231,,"mexc,gate",100000000.0,10000000.0,24h,active
318,CYBER,CYBER,110908155.0,29301366.0,0.0,0.0,2.37,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
319,VVV,Venice Token,110647533.0,10825393.0,0.0,0.0,3.34,,"mexc,gate",100000000.0,10000000.0,24h,active
320,XVG,Verge,110306819.0,6500542.0,0.0,0.0,0.00668527,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
321,LUNA,Terra,110194394.0,18902098.0,0.0,0.0,0.160275,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
322,SNT,Status,110174783.0,6221369.0,0.0,0.0,0.02782775,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
323,BIGTIME,Big Time,110073921.0,10029440.0,0.0,0.0,0.057714,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
324,SDAI,Savings xDAI,109982703.0,5276116.0,0.0,0.0,1.19,,"mexc,gate",100000000.0,10000000.0,24h,active
325,WSTETH,Bridged Wrapped stETH (Gnosis),109648341.0,5394645.0,0.0,0.0,5317.91,,mexc,100000000.0,10000000.0,24h,active
326,ACX,Across Protocol,109232040.0,10170954.0,0.0,0.0,0.179953,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
327,MERL,Merlin Chain,109202373.0,12167147.0,0.0,0.0,0.115902,,"mexc,gate",100000000.0,10000000.0,24h,active
328,BMX,BitMart,108954908.0,6187147.0,0.0,0.0,0.321177,,"mexc,gate",100000000.0,10000000.0,24h,active
329,ACH,Alchemy Pay,107752155.0,14170805.0,0.0,0.0,0.02178902,,"binance,mexc,gate",100000000.0,10000000.0,24h,active
330,PURR,Purr,107402690.0,3606912.0,0.0,0.0,0.180081,,"mexc,gate",100000000.0,10000000.0,24h,active
